model,accuracy,precision,recall,f1,roc_auc
simple_logistic,0.6122448979591837,0.7962962962962963,0.6142857142857143,0.6935483870967742,0.6622448979591837
scaled_logistic,0.6122448979591837,0.7962962962962963,0.6142857142857143,0.6935483870967742,0.663265306122449
