accuracy,precision,recall,f1,roc_auc,pr_auc,random_state,scale_pos_weight
0.7837837837837838,0.35294117647058826,0.4225352112676056,0.38461538461538464,0.7628667447041497,0.3445527658984305,42,16.536231884057973
